,County,Latitude,Longitude,Plant Code,Zipcode
1405,St Lawrence,44.211407,-75.059441,2548.0,13639
1406,Franklin,44.753300,-74.216900,2550.0,12953
1407,St Lawrence,44.583900,-74.958300,2551.0,13625
1408,Jefferson,44.038100,-75.680600,2552.0,13628
1409,Lewis,43.909714,-75.200831,2555.0,13327
1410,St Lawrence,44.638365,-75.490520,2556.0,13670
1411,Lewis,43.922831,-75.277923,2557.0,13327
1412,Lewis,43.927536,-75.288322,2559.0,13327
1413,Fulton,43.009200,-74.537200,2560.0,13339
1414,St Lawrence,44.798900,-74.985600,2561.0,13667
1415,St Lawrence,44.527491,-74.849177,2562.0,13625
1416,St Lawrence,44.221700,-75.074200,2563.0,13639
1417,Franklin,44.437200,-73.972500,2564.0,12913
1418,Oswego,43.324110,-76.418984,2566.0,13069
1419,Orleans,43.235800,-78.390600,2568.0,14103
1420,Oswego,43.323441,-76.420841,2569.0,13069
1421,St Lawrence,44.619200,-74.973300,2571.0,13647
1422,Jefferson,44.021700,-75.651100,2572.0,13619
1423,St Lawrence,44.617200,-75.404200,2573.0,13654
1424,Lewis,43.924700,-75.373100,2575.0,13327
1425,St Lawrence,44.530600,-74.933100,2576.0,13625
1426,Niagara,43.170948,-78.691551,2578.0,14094
1427,Fulton,43.061017,-74.764347,2579.0,13329
1428,Rensselaer,42.920374,-73.508886,2580.0,12094
1429,Jefferson,44.011700,-75.796700,2581.0,13612
1430,Oswego,43.524103,-75.970318,2582.0,13302
1431,Franklin,44.877326,-74.306288,2583.0,12953
1432,Oswego,43.400300,-76.473900,2586.0,13126
1433,Herkimer,43.871900,-75.136400,2588.0,13327
1434,St Lawrence,44.805300,-74.997500,2590.0,13667
1435,St Lawrence,44.743900,-75.004200,2591.0,13668
1436,Oswego,43.316100,-76.415300,2595.0,13069
1437,Oswego,43.315600,-76.417200,2596.0,13069
1438,St Lawrence,44.630000,-74.825800,2597.0,13672
1439,St Lawrence,44.233419,-74.566217,2598.0,12973
1440,Oneida,43.291861,-75.147734,2599.0,13435
1441,St Lawrence,44.517800,-74.822800,2600.0,13672
1442,St Lawrence,44.835000,-74.980300,2601.0,13667
1443,St Lawrence,44.267800,-75.196100,2604.0,13639
1444,Albany,42.784980,-73.707983,2605.0,12047
1445,Rensselaer,42.899200,-73.598900,2606.0,12154
1446,Saratoga,43.096823,-73.582107,2607.0,12871
1447,Jefferson,43.977500,-75.894200,2608.0,13601
1448,Saratoga,43.279700,-73.709400,2609.0,12804
1449,Lewis,43.920600,-75.243300,2610.0,13327
1450,St Lawrence,44.513300,-74.883100,2611.0,13625
1451,Saratoga,43.233900,-73.755600,2612.0,12801
1452,St Lawrence,44.455300,-74.761400,2613.0,13625
1453,Saratoga,43.297800,-73.885300,2614.0,12846
1454,St Lawrence,44.642181,-74.976473,2616.0,13676
1455,Lewis,43.927002,-75.321877,2617.0,13327
1456,Oneida,43.275800,-75.156700,2619.0,13304
1457,Oswego,43.448600,-76.505600,2621.0,13126
1458,Orleans,43.327200,-78.239400,2623.0,14571
1459,St Lawrence,44.766100,-74.999700,2624.0,13667
1460,Saratoga,43.318906,-73.920785,6527.0,12846
1461,St Lawrence,44.308300,-75.308300,7583.0,13635
1462,Saratoga,43.289874,-73.665834,10530.0,12803
1463,Jefferson,43.976700,-75.907200,10531.0,13601
1464,Sanpete,,,925.0,84624
1465,De Kalb,,,54825.0,30346
1466,oswego,,,6110.0,13093
1467,Lea,,,55712.0,88260
1468,Windham,,,3751.0,53540
1469,Neosho,37.566810,-95.237499,1276.0,66733
1470,Neosho,37.333300,-95.516700,7766.0,66733
1471,Erie,42.143919,-80.069581,50920.0,16507
1472,Delta,45.804400,-87.089100,10208.0,49829
1473,San Diego,,,457.0,92025
1474,Martin,,,55623.0,40507
1475,Pike,,,55657.0,47567
1476,Marshall,,,55658.0,40507
1477,Sulliva,,,55659.0,47882
1478,Franklin,,,54228.0,1344
1479,Emmet,43.402800,-94.843300,1137.0,51334
1480,Umatilla,45.879200,-118.637200,55125.0,97835
1481,Linn,44.285977,-122.041352,3067.0,97413
1482,Lane,44.101100,-122.689200,3068.0,97477
1483,Lane,44.069636,-122.835046,3071.0,97477
1484,Clackamas,45.081111,-121.886611,7508.0,97023
1485,Lane,,,7509.0,0
1486,Westchester,41.270556,-73.952700,2497.0,10511
1487,West Chester,41.270600,-73.952600,8907.0,10511
1488,Westchester,,,55859.0,10601
1489,Hidalgo,,,55705.0,88045
1490,Chester,39.830100,-75.383700,3157.0,19013
1491,Montgomery,,,3159.0,19460
1492,Philadelphia,39.968021,-75.125203,3160.0,19125
1493,Delaware,,,3161.0,19125
1494,Bucks,40.176486,-74.789976,3162.0,19067
1495,Montgomery,40.235200,-75.619300,3163.0,19464
1496,York,39.758936,-76.268742,3166.0,17314
1497,Philadelphia,39.984469,-75.075247,3168.0,19137
1498,Philadelphia,39.941900,-75.188300,3169.0,19146
1499,Philadelphia,39.914400,-75.135000,3170.0,19148
1500,Montgomery,40.224303,-75.587440,6105.0,19464
1501,Bucks,40.153128,-74.769146,7690.0,19067
1502,Bucks,,,7704.0,19030
1503,Bucks,40.080000,-74.891700,8012.0,19020
1504,Penobscot,44.7383,-68.8258,50051.0,4474
1505,Snohomish,,,55487.0,98201
1506,Harrison,,,55664.0,75672
1507,Riverside,33.944700,-116.622200,10027.0,92240
1508,Rowan,,,55530.0,27054
1509,San Bernadino,,,10444.0,92347
1510,Hampden,,,50273.0,1001
1511,Harris County,,,55365.0,77571
1512,Grundy,41.390000,-88.270000,869.0,60450
1513,Rock Island,41.726111,-90.310278,880.0,61242
1514,Will,41.243500,-88.228600,6022.0,60407
1515,Ogle,42.074200,-89.281900,6023.0,61010
1516,LaSalle,41.245498,-88.669066,6026.0,61341
1517,East Baton Rouge,30.489722,-91.187222,10690.0,70821
1518,East Baton Rouge,,,55150.0,70821
1519,Jefferson,,,50625.0,77704
1520,Jefferson,,,55945.0,77704
1521,Jefferson,,,55946.0,77705
1522,Jefferson,,,55947.0,77704
1523,Harris,29.753517,-94.997277,10436.0,77520
1524,Harris,29.759124,-95.009648,10692.0,77522
1525,Bucks,,,55298.0,19032
1526,Humboldt,,,10052.0,95502
1527,Jefferson,40.133872,-97.184286,2236.0,68352
1528,Renville,44.527800,-94.721700,1972.0,55332
1529,Wayne,38.378300,-88.359400,940.0,62837
1530,Martin,43.657900,-94.464700,1973.0,56031
1531,Major,36.265600,-98.479400,2978.0,73737
1532,Polk,27.845000,-81.909722,10205.0,33830
1533,Fremont,,,4204.0,83420
1534,Teton,,,6359.0,83420
1535,Richardson,40.055000,-95.608300,2237.0,68355
1536,De Witt,40.246110,-88.638761,941.0,61842
1537,hood River,,,10323.0,97031
1538,Hood River,45.667640,-121.548455,10324.0,97031
1539,San Juan,36.806100,-107.613100,584.0,87401
1540,San Juan,36.725138,-108.192020,2465.0,87401
1541,San Juan,36.716628,-108.215282,55977.0,87401
1542,Hartford,,,559.0,6095
1543,Howard,39.140600,-92.680000,2125.0,65248
1544,Cumberland,,,1016.0,28301
1545,Grant,42.982800,-90.655800,4114.0,53809
1546,Franklin,42.260844,-111.665589,10325.0,83263
1547,Swift,45.322401,-95.629506,55867.0,56215
1548,Hunterdon,,,10851.0,8804
1549,Middlesex,,,54992.0,1803
1550,Warren,43.308400,-73.637600,10511.0,12801
1551,Price,45.868300,-90.584400,55684.0,54552
1552,Price,45.913526,-90.447460,55685.0,54552
1553,Upton,,,55581.0,78701
1554,Iowa,,,55978.0,nan
1555,Linn,44.396815,-122.350246,52187.0,97329
1556,Suffolk,,,6575.0,6390
1557,Concordia,31.088011,-91.618853,54678.0,71373
1558,Esmeralda,,,10657.0,89010
1559,Maury,,,55745.0,38410
1560,Los Angeles,33.791667,-118.234722,50530.0,90748
1561,Monroe,24.710833,-81.092700,696.0,33050
1562,Brevard,,,609.0,32922
1563,Miami-Dade,25.632100,-80.298900,610.0,33158
1564,Lee,26.696700,-81.783100,612.0,33902
1565,Broward,26.068600,-80.198400,613.0,33314
1566,Broward,26.085600,-80.125300,617.0,33316
1567,Palm Beach,26.765300,-80.052500,619.0,33404
1568,Volusia,28.841900,-81.325600,620.0,32713
1569,Miami-Dade,25.435600,-80.330800,621.0,33035
1570,Manatee,27.605800,-82.345600,6042.0,34219
1571,Martin,27.053600,-80.562800,6043.0,34956
1572,St Lucie,27.348611,-80.246389,6045.0,33497
1573,Putnam,29.628338,-81.585084,6246.0,32031
1574,nan,,,7744.0,0
1575,Taylor,,,7893.0,nan
1576,Highlands,,,624.0,33825
1577,Pinellas,27.758056,-82.635278,627.0,33701
1578,Citrus,28.965600,-82.697700,628.0,34428
1579,Volusia,28.869577,-81.273957,629.0,32725
1580,Pinellas,28.003262,-82.661507,630.0,34677
1581,Pinellas,27.859535,-82.601759,634.0,33702
1582,Orange,,,637.0,32817
1583,Suwannee,30.376389,-83.180556,638.0,32060
1584,Volusia,28.903863,-81.332329,6046.0,32713
1585,Polk,27.788215,-81.869983,7302.0,33830
1586,Alachua,29.640278,-82.348611,7345.0,32611
1587,Polk,,,7699.0,33830
1588,Pasco,,,8048.0,34688
1589,Osceola,28.262778,-81.548611,8049.0,33848
1590,Floyd,,,3573.0,79235
1591,Lawrence,,,55883.0,41129
1592,Carbon,,,55610.0,82083
1593,Saratoga,43.160868,-73.584076,50514.0,12871
1594,Fond du Lac,,,55498.0,54935
1595,Carbon,,,55607.0,82083
1596,Hidalogo,,,55098.0,78572
1597,Wayne,42.167000,-83.531800,7972.0,48111
1598,Clearwater,,,54674.0,83544
1599,Santa Barbara,34.464819,-120.044365,50270.0,93117
1600,Escambia,31.070589,-87.362778,50724.0,36502
1601,Iberia,,,50726.0,70569
1602,St Mary,29.700000,-91.550000,50728.0,70522
1603,Mobile,30.432030,-88.182410,54550.0,36582
1604,Jefferson,29.234167,-89.989722,54927.0,70358
1605,Wood,32.607778,-95.206388,54962.0,75765
1606,Calhoun,28.691700,-96.541700,10554.0,77978
1607,Lewis,43.610664,-75.341325,10196.0,13368
1608,Jefferson,44.158611,-75.708778,10197.0,13673
1609,Lewis,44.151944,-75.321725,10237.0,13648
1610,Herkimer,43.090635,-74.766961,10238.0,13329
1611,Merrimack,43.446107,-71.644646,10109.0,3235
1612,East Baton Rouge,30.499200,-91.187200,54518.0,70805
1613,Niagara,,,55615.0,10314
1614,Richmond,,,55616.0,10314
1615,Brown,,,10360.0,54307
1616,Winnebago,43.263235,-93.635383,1138.0,50436
1617,Muskogee,,,10362.0,74402
1618,Walla Walla,,,55560.0,99363
1619,Walla Walla,,,55989.0,99363
1620,St Lucie,27.448611,-80.338611,658.0,34950
1621,Peach,,,7412.0,31030
1622,Effingham,32.331274,-81.201496,10361.0,31326
1623,St Lucie,,,55652.0,34950
1624,El paso,,,55453.0,81008
1625,Rockingham,,,10108.0,3842
1626,Jefferson,43.980806,-75.624677,54548.0,13619
1627,Contra Costa,38.024400,-122.058900,10342.0,94553
1628,Charleston,,,10344.0,29405
1629,Camden,39.9092,-75.1169,10435.0,8104
1630,Washington,43.305600,-73.591447,10503.0,12839
1631,Warren,32.388271,-90.908344,54918.0,39180
1632,Kendall,41.712800,-88.352200,50904.0,60543
1633,Franklin,,,55489.0,62890
1634,Delaware County,39.807038,-75.421606,55801.0,19061
1635,Chowan,36.106700,-76.635600,7429.0,27932
1636,Southampton,36.678600,-76.939200,55953.0,23851
1637,Southampton,36.678600,-76.939200,55954.0,23851
1638,Franklin,40.095300,-98.954400,2238.0,68939
1639,Franklin,,,55527.0,62812
1640,Olmsted,44.020576,-92.465599,54224.0,55902
1641,Price,45.935600,-90.447200,50620.0,54552
1642,Wilson,,,1277.0,66736
1643,Freestone,31.890700,-96.113100,55226.0,75840
1644,St Clair,38.425556,-89.914444,943.0,62243
1645,Pierce,47.086172,-122.365674,55818.0,98446
1646,Charles,,,55728.0,20602
1647,Nassau,40.656100,-73.592200,2678.0,11520
1648,Nassau,40.644700,-73.568300,2679.0,11520
1649,Dodge,41.428100,-96.462300,2240.0,68025
1650,Berrien,41.820300,-86.259200,10656.0,49120
1651,Fresno,36.617022,-120.099846,10156.0,93660
1652,San Joaquin,37.943633,-121.330433,54238.0,95203
1653,Weld,,,55191.0,80621
1654,Aroostook,46.77285,-67.84849,7513.0,4742
1655,Ada,43.561001,-116.121269,10735.0,83712
1656,Tarramt,,,54520.0,76012
1657,Providence,41.8017,-71.5186,55107.0,2919
1658,Cherokee,35.072700,-81.613000,55043.0,29340
1659,Oswego,,,54138.0,13069
1660,Rensselaer,42.625325,-73.749955,54034.0,12144
1661,Callaway,38.868095,-91.947780,2126.0,65251
1662,Kaufman,32.756300,-96.491600,55480.0,75126
1663,Rockingham,42.899167,-70.848889,6115.0,3874
1664,Somerset,39.850000,-79.077800,55370.0,15542
1665,Cook,42.035800,-87.699200,54788.0,60204
1666,Fulton,33.761400,-84.387500,54906.0,30303
1667,Chatham,,,52182.0,31498
1668,Alachua,29.759200,-82.387800,663.0,32606
1669,Alachua,29.646100,-82.320800,664.0,32601
1670,Alachua,29.513056,-82.548055,7963.0,32618
1671,NOT IN FILE,,,7437.0,99741
1672,Daviess,39.914400,-93.961900,2127.0,64640
1673,Daviess,39.928333,-93.937777,8017.0,64640
1674,Johnson,38.812350,-91.898529,7281.0,66030
1675,Garfield,37.985800,-111.438300,3699.0,84716
1676,Dallas,32.912500,-96.623100,3574.0,75040
1677,Collin,,,3576.0,75018
1678,Anderson,38.285800,-95.259400,1278.0,66032
1679,McKinley,35.488289,-108.426497,50997.0,87301
1680,Ogle,41.997222,-89.317500,55591.0,61020
1681,Du Page,41.952742,-88.143737,55592.0,60103
1682,Rock Island,41.374444,-90.522222,55593.0,61264
1683,Du Page,42.079700,-88.138600,55594.0,60010
1684,Upshur,,,55194.0,75644
1685,Orange,,,10047.0,10924
1686,San Diego,,,10386.0,92069
1687,San Diego,32.857709,-117.028847,10387.0,92071
1688,Kauai,21.917800,-159.629400,50333.0,96747
1689,Contra Costa,,,10886.0,94509
1690,Washington,,,54427.0,70429
1691,Essex,42.45,-70.9739,10029.0,1910
1692,Douglas,,,55038.0,68114
1693,Du Page,41.879400,-88.220000,54924.0,60185
1694,Sweetwater,41.593300,-109.754200,54318.0,82935
1695,Mercer,41.167500,-80.106400,10058.0,16127
1696,Strafford,43.2597,-70.8597,10059.0,3878
1697,San Diego,32.886111,-117.117500,10720.0,92123
1698,Utah,,,10778.0,84058
1699,Erie,42.870968,-78.875549,54564.0,14203
1700,Henry,41.451494,-90.148547,944.0,61254
1701,Erie,,,50358.0,16531
1702,Anderson,,,55476.0,29624
1703,Washington,36.186111,-94.284166,55869.0,72762
1704,Grady,,,55868.0,73018
1705,Putnam,29.680700,-81.680900,10611.0,32177
1706,East Baton Rouge,30.654700,-91.280000,10612.0,70791
1707,Washington,45.1554,-67.4012,10613.0,4694
1708,Wood,,,50395.0,54469
1709,Wood,44.336400,-89.867200,54103.0,54469
1710,Penobscot,44.918063,-68.63554,10700.0,4468
1711,Choctaw,32.226800,-88.025200,10699.0,36916
1712,Ashley,33.142100,-91.975000,10606.0,71635
1713,Burke,33.142700,-81.762500,649.0,30830
1714,Bibb,32.926944,-83.699444,699.0,31208
1715,Cobb,33.817500,-84.480278,700.0,30080
1716,Oconee,33.839475,-83.309716,701.0,31024
1717,Harris,,,702.0,36874
1718,Bartow,,,703.0,30178
1719,Rabun,34.793900,-83.540600,704.0,30523
1720,Dougherty,,,706.0,31075
1721,Harris,,,707.0,36874
1722,Floyd,34.252800,-85.345600,708.0,30129
1723,Putnam,33.195000,-83.298300,709.0,31061
1724,Cobb,33.823900,-84.475800,710.0,30080
1725,Harris,,,711.0,36874
1726,Jasper,33.320773,-83.841922,712.0,31024
1727,Glynn,,,715.0,31520
1728,Fulton,,,717.0,30338
1729,Rabun,34.755269,-83.501073,718.0,30523
1730,Harris,,,719.0,36874
1731,Muscogee,,,720.0,36874
1732,Baldwin,33.140300,-83.202800,722.0,31024
1733,Habersham,34.731332,-83.375475,723.0,30523
1734,Rabun,34.750400,-83.406300,724.0,30523
1735,Habersham,34.713300,-83.351900,725.0,30523
1736,Dougherty,31.444728,-84.134696,727.0,31705
1737,Coweta,33.462200,-84.898600,728.0,30264
1738,Stephens,34.681477,-83.342642,729.0,30523
1739,Appling,31.934200,-82.344700,6051.0,31513
1740,Heard,33.413420,-85.032329,6052.0,30170
1741,Hancock,33.349800,-83.157400,6087.0,31024
1742,Monroe,33.060600,-83.807500,6257.0,31046
1743,Burke,33.137711,-81.748294,6258.0,30830
1744,Houston,32.579200,-83.582200,7348.0,31098
1745,nan,,,7711.0,0
1746,nan,,,7712.0,0
1747,nan,,,7713.0,0
1748,nan,,,7714.0,0
1749,Lonoke,,,55629.0,72046
1750,Sonoma,38.777000,-122.745000,286.0,95461
1751,Lake,38.790300,-122.755900,510.0,95461
1752,Lake,38.788100,-122.721900,10199.0,95461
1753,Lake,38.762968,-122.692915,10469.0,95461
1754,Lake,38.787900,-122.743400,50066.0,95461
1755,Sonoma,38.833900,-122.881000,52158.0,95425
1756,Lawrence,31.628500,-90.080900,10610.0,39654
1757,Bedford,37.534000,-79.357000,50479.0,24526
1758,Calcasieu,30.182600,-93.323400,52175.0,70663
1759,Glynn,31.175406,-81.521637,10605.0,31521
1760,Early,31.166000,-85.095100,54101.0,31732
1761,San Joaquin,,,10031.0,95242
1762,Wayne,,,10159.0,48174
1763,Perry,31.243400,-89.045600,10233.0,39462
1764,Mendocino,,,10607.0,95437
1765,Maricopa,32.985977,-112.811009,55507.0,85337
1766,Iberville,,,55051.0,70765
1767,Schenectady,,,55475.0,12302
1768,Kern,35.050000,-118.257200,54647.0,93501
1769,Schuykill,,,10113.0,17931
1770,Suffolk,42.3436,-71.0559,54225.0,2127
1771,Macomb,42.467677,-83.039212,10032.0,48091
1772,Oakland,42.660324,-83.298308,10111.0,48340
1773,Crawford,37.507709,-94.839318,1279.0,66743
1774,Elmore,42.953989,-115.293739,54578.0,83623
1775,Siskiyou,,,55845.0,41
1776,Siskiyou,,,55846.0,94588
1777,McLeod,44.770900,-94.158200,1975.0,55336
1778,Los Angeles,34.155600,-118.278200,377.0,91201
1779,Garfield,,,54413.0,80014
1780,Suffolk,41.106030,-72.376155,55969.0,11944
1781,Fairbanks North Star,64.735600,-147.348100,6285.0,99705
1782,Fairbanks North Star,64.854171,-147.719351,6286.0,99701
1783,Denali Borough,63.854200,-148.950000,6288.0,99743
1784,Denali Borough,63.854167,-148.950000,7785.0,99743
1785,Fairbanks North Star,,,55982.0,99701
1786,Klickitat,45.811400,-120.833000,55482.0,98620
1787,Gonzales,29.497166,-97.455160,7394.0,78629
1788,Sherman,39.341622,-101.705188,1280.0,67735
1789,Jefferson,29.972800,-94.214200,54321.0,77705
1790,Summit,,,10114.0,44316
1791,Lousia,,,54844.0,22942
1792,Webster,42.274514,-94.270195,1141.0,50543
1793,Grundy,,,55707.0,60450
1794,Palo Alto,43.239700,-94.749800,1142.0,51342
1795,Walsh,48.410800,-97.415800,2811.0,58237
1796,Kalamazoo,42.306809,-85.578969,10698.0,49007
1797,Clinton,42.805000,-84.707500,10532.0,48837
1798,CLinton,,,54549.0,48906
1799,Ottawa,43.096900,-85.948900,54756.0,49404
1800,Genesee,42.917200,-83.728600,54757.0,48439
1801,Genesee,43.176700,-83.900000,54910.0,48457
1802,Ottawa,43.070600,-86.235000,1825.0,49417
1803,Ottawa,43.1006,-86.41,1826.0,49417
1804,Greene,42.029600,-94.369900,1143.0,50107
1805,Cook,47.750278,-90.357222,1976.0,55604
1806,Mayes,36.190278,-95.289400,165.0,74337
1807,Mayes,,,2980.0,75352
1808,Mayes,36.467500,-95.041389,2981.0,74350
1809,Mayes,36.264685,-95.103558,2982.0,74365
1810,Chippewa,44.811685,-95.534550,1977.0,56241
1811,Yellow Medicine,44.804700,-95.557000,7977.0,56241
1812,Cumberland,,,55108.0,4038
1813,Henderson,,,55275.0,42420
1814,Gray,37.883300,-100.640000,55734.0,67867
1815,Passaic,40.915319,-74.180986,52068.0,7501
1816,Philadelphia,39.942219,-75.188069,54785.0,19146
1817,Penobscot,45.647179,-68.704368,54134.0,4462
1818,Penobscot,45.657608,-68.709526,55829.0,4462
1819,Penobscot,45.6219,-68.5756,55830.0,4462
1820,Isanti,45.601000,-93.208100,2038.0,55008
1821,Sherburne,45.296797,-93.558447,2039.0,55330
1822,Wright,45.229073,-94.009673,2042.0,55358
1823,Mercer,47.286643,-101.331908,2824.0,58571
1824,McLean,47.377743,-101.157058,6030.0,58576
1825,Pine,45.805443,-92.971760,6741.0,55063
1826,Carver,44.905026,-93.820761,6824.0,55375
1827,Mower,,,7843.0,55973
1828,Martin,43.798439,-94.841451,7925.0,56176
1829,Tulsa,,,55146.0,28273
1830,Washington,,,3734.0,5602
1831,Chittenden,44.4906,-73.1703,3735.0,5446
1832,Chittenden,44.4821,-73.1164,3737.0,5452
1833,Washington,44.3606,-72.3356,3739.0,5658
1834,Washington,,,3740.0,5602
1835,Caledonia,44.4056,-72.1881,3743.0,5873
1836,Chittenden,,,6475.0,5401
1837,Addison,44.1664,-73.2575,6519.0,5491
1838,Washington,44.38126,-72.76769,6520.0,5676
1839,Washington,44.359381,-72.81673,7056.0,5676
1840,Bennington,,,7381.0,5201
1841,Middlesex,,,54522.0,8859
1842,Adair,41.303889,-94.460556,1144.0,50849
1843,Adair,41.316400,-94.455000,7856.0,50849
1844,Suffolk,41.101111,-72.371944,2681.0,11944
1845,Kiowa,,,1281.0,67054
1846,Hunt,33.170700,-96.126400,4195.0,75401
1847,Leflore,33.517315,-90.209661,2062.0,38930
1848,Leflore,33.516583,-90.183337,2063.0,38930
1849,Umatilla,,,55559.0,97835
1850,Piscatquis,,,54852.0,4442
1851,Greenville,,,55532.0,29680
1852,Hillsborough,43.0168,-71.5679,50384.0,3045
1853,Guadalupe,29.624400,-98.141900,55153.0,78124
1854,Kings,36.270072,-119.648055,55698.0,93230
1855,Kings,36.239700,-119.904400,55807.0,93245
1856,San Diego,,,10115.0,92042
1857,El Paso,,,54905.0,79922
1858,Grundy,42.363094,-92.772322,1145.0,50638
1859,Comal,29.870560,-98.194733,791.0,78155
1860,Guadalupe,29.593951,-98.040734,3581.0,78155
1861,Guadalupe,29.640187,-98.045934,3582.0,78155
1862,Gonzales,29.495193,-97.624948,3583.0,78155
1863,Gonzales,29.468100,-97.491900,3584.0,78155
1864,Guadalupe,29.537565,-97.932106,3585.0,78155
1865,Guadalupe,29.548136,-97.999587,3586.0,78155
1866,Escambia,30.566100,-87.224400,641.0,32514
1867,Jackson,30.669200,-84.886900,642.0,32460
1868,Bay,30.268600,-85.700300,643.0,32409
1869,Santa Rosa,30.592080,-87.135391,7715.0,32571
1870,Marengo,32.454100,-87.975900,54763.0,36732
1871,East Baton Rouge,,,1391.0,70805
1872,East Baton Rouge,,,1392.0,10805
1873,Calcasieu,30.284400,-93.291100,1393.0,70669
1874,Iberville,30.274300,-91.116400,1394.0,70776
1875,Montgomery,,,3457.0,77378
1876,Jefferson,,,3458.0,77704
1877,Orange,,,3459.0,77611
1878,West Feliciana,30.757000,-91.332700,6462.0,70775
1879,Newton,31.173484,-93.565877,6595.0,75932
1880,Calcasieu,,,7363.0,70669
1881,NOT IN FILE,66.520800,-145.306400,7174.0,99740
1882,Contra Costa,38.030597,-121.870217,10367.0,94565
1883,Contra Costa,38.016169,-121.860293,10368.0,94565
1884,Contra Costa,38.011659,-121.780776,10369.0,94509
1885,Contra Costa,38.010915,-121.756046,10370.0,94509
1886,Contra Costa,38.043520,-121.987499,10371.0,94565
1887,San Joaquin,37.710700,-121.490600,55933.0,95377
1888,Cheboygan,45.637537,-84.481387,50461.0,49721
1889,Umatilla,45.794046,-119.313323,55328.0,97838
1890,Norman,47.352500,-96.815000,8105.0,56548
1891,Hawaii,20.093900,-155.471100,55369.0,96727
1892,Butler,39.409800,-84.554300,2917.0,45011
1893,Scioto,,,4258.0,45627
1894,Butler,39.412800,-84.555800,7807.0,45011
1895,Autauga,32.418700,-86.471800,52140.0,36067
1896,Lake,,,55362.0,46320
1897,Venango,41.290800,-79.806100,55233.0,16374
1898,Kings,36.269895,-119.648489,10373.0,93230
1899,King,,,54861.0,98065
1900,Lamoille,,,6477.0,5680
1901,Hardee,27.636400,-81.963600,50949.0,33834
1902,Shelby,41.644542,-95.315283,1146.0,51537
1903,Hartford,,,52061.0,6103
1904,Harris,,,55143.0,77044
1905,Hampden,,,54981.0,1041
1906,Dauphin,40.244242,-76.853872,10118.0,17104
1907,Oceana,,,1827.0,49400
1908,Newton,,,55639.0,77614
1909,Hart,,,55689.0,30643
1910,Adams,,,60.0,68901
1911,Adams,,,2243.0,68901
1912,Adams,,,2244.0,68901
1913,Dakota,44.760249,-92.867743,54285.0,55033
1914,Haywood,,,55519.0,38069
1915,Maui,,,55862.0,96784
1916,Maui,,,55863.0,96784
1917,Maui,20.888600,-156.356900,55864.0,96784
1918,Hawaii,19.630600,-155.981700,768.0,96743
1919,Hawaii,19.705200,-155.062500,769.0,96721
1920,Hawaii,,,771.0,96721
1921,Hawaii,19.704100,-155.060700,772.0,96721
1922,Hawaii,19.720300,-155.118900,774.0,96721
1923,Hawaii,19.723900,-155.069000,6478.0,96721
1924,Hawaii,,,7130.0,96721
1925,Hawaii,20.023333,-155.746667,7769.0,96743
1926,Hawaii,19.731700,-156.028300,8083.0,96740
1927,Cerro Gordo,,,55816.0,50483
1928,Los Angeles,,,50541.0,90748
1929,Clay,,,1978.0,56549
1930,Sierra,39.565677,-120.581684,10253.0,96125
1931,Haywood,,,55729.0,38012
1932,Imperial,32.714600,-115.518000,54689.0,92249
1933,Klamath,42.501360,-120.989440,10737.0,97622
1934,Jerome,,,54306.0,83335
1935,Jerome,42.605100,-114.093000,54558.0,83335
1936,Wasatch,40.493631,-111.312506,159.0,84032
1937,Wasatch,40.500300,-111.404700,7111.0,84032
1938,Fillmore,,,55865.0,55965
1939,Henderson,,,1372.0,42419
1940,Sullivan,43.442871,-72.056,10838.0,3751
1941,Hendricks,39.760000,-86.514400,54731.0,46122
1942,San Diego,32.694700,-117.143600,52147.0,92113
1943,Pike,,,10207.0,63353
1944,Glynn,,,10120.0,31521
1945,Dickinson,38.672800,-96.941100,1283.0,67449
1946,Oswego,,,55366.0,13126
1947,Umatilla,45.804200,-119.370000,54761.0,97838
1948,Butte,39.869284,-121.631865,50350.0,95954
1949,St Louis,47.429400,-92.935000,1979.0,55746
1950,Hidalgo,26.341720,-98.175759,55545.0,78539
1951,Lafayette,39.073315,-93.714748,2131.0,64037
1952,Kern,35.509041,-119.030546,50495.0,93308
1953,Madison,38.733300,-89.687500,946.0,62249
1954,Morgan,33.816547,-83.504932,10121.0,30645
1955,Graham,39.358200,-99.841700,1285.0,67642
1956,Hillsdale,41.906100,-84.631900,1829.0,49242
1957,Hillsborough,27.954901,-82.340469,50858.0,33619
1958,USA,,,10401.0,96720
1959,Montmorency,45.068800,-83.893200,10346.0,49746
1960,San Bernardino,34.595300,-117.364700,55518.0,92394
1961,Hillsborough,43.11391,-71.894001,10036.0,3244
1962,Kankakee,41.160300,-87.854200,54790.0,60915
1963,Nassau,40.713900,-73.600300,51035.0,11549
1964,Somerset,40.624,-74.634,10122.0,8807
1965,Auglaize,40.488484,-84.318300,10739.0,45871
1966,Passaic,,,10123.0,7110
1967,Barton,38.527500,-98.775800,1286.0,67544
1968,Kane,40.000800,-88.298100,54523.0,60177
1969,Phelps,,,2246.0,68949
1970,Shelby,39.223144,-88.758406,55334.0,62414
1971,Ottawa,42.795600,-86.113300,1830.0,49423
1972,Ottawa,42.792645,-86.103583,6356.0,49423
1973,Allegan,42.755300,-86.085300,7268.0,49423
1974,St Lawrence,44.296453,-75.336142,10124.0,13642
