Year,Utility,Plant State,Plant Code,Primary Mover,AER Fuel Code,Fuel Consumption MWh,Net Generation MWh,Efficiency,County,Zipcode
2013.0,Alabama Power Co,AL,2,HY,HYC,590949.8648399999,211342.0,0.35763101503918776,Tuscaloosa,35476.0
2013.0,Alabama Power Co,AL,3,CA,NG,172504.22577000002,2813479.0,16.309623648009726,Mobile,36512.0
2013.0,Alabama Power Co,AL,3,CT,NG,15934696.5348,5004417.0,0.3140578792367201,Mobile,36512.0
2013.0,Alabama Power Co,AL,3,ST,COL,15005911.39974,4962411.9,0.3306971344696852,Mobile,36512.0
2013.0,Alabama Power Co,AL,3,ST,NG,353550.26976,116829.14,0.330445625396657,Mobile,36512.0
2013.0,Alabama Power Co,AL,4,HY,HYC,2270697.5679,812071.0,0.35763062923039296,Elmore,36092.0
2013.0,Alabama Power Co,AL,7,ST,COL,369794.26065,82694.496,0.22362298391177046,Etowah,35903.0
2013.0,Alabama Power Co,AL,7,ST,NG,433652.7483,99309.504,0.2290069747956444,Etowah,35903.0
2013.0,Alabama Power Co,AL,8,ST,COL,10323343.56573,3448785.3,0.3340763850433882,Walker,35580.0
2013.0,Alabama Power Co,AL,8,ST,DFO,22021.2798,6846.741,0.31091476345530106,Walker,35580.0
2013.0,El Paso Electric Co,TX,9,GT,DFO,,,,El Paso,79915.0
2013.0,El Paso Electric Co,TX,9,GT,NG,185093.04762,37561.0,0.20293036655333235,El Paso,79915.0
2013.0,Alabama Power Co,AL,10,GT,DFO,1616.86719,268.499,0.1660612582533758,Greene,36732.0
2013.0,Alabama Power Co,AL,10,GT,NG,172390.51460999998,35711.501000000004,0.2071546748426984,Greene,36732.0
2013.0,Alabama Power Co,AL,10,ST,COL,6580299.83079,2233474.2,0.33941830272677104,Greene,36732.0
2013.0,Alabama Power Co,AL,10,ST,NG,43410.70068,14466.646999999999,0.3332507140725562,Greene,36732.0
2013.0,Alabama Power Co,AL,10,ST,COL,654909.75471,215148.2,0.328515796951703,Greene,36732.0
2013.0,Alabama Power Co,AL,11,HY,HYC,832731.14949,297810.0,0.3576304311210065,Calhoun,36271.0
2013.0,Alabama Power Co,AL,12,HY,HYC,540353.38083,193247.0,0.3576307780348601,Tuscaloosa,35476.0
2013.0,Alabama Power Co,AL,13,HY,HYC,1333988.11311,477075.0,0.3576306230253947,Elmore,36092.0
2013.0,Alabama Power Co,AL,14,HY,HYC,1386852.9589200001,495981.0,0.3576305597575687,Talladega,35178.0
2013.0,Alabama Power Co,AL,15,HY,HYC,2165488.07553,774445.0,0.3576306924758548,Chilton,35045.0
2013.0,Alabama Power Co,AL,16,HY,HYC,1154501.2015200001,412885.0,0.3576306368987763,Elmore,36078.0
2013.0,Alabama Power Co,AL,17,HY,HYC,1882347.5802,673185.0,0.3576305497885114,Coosa,36091.0
2013.0,Alabama Power Co,AL,18,HY,HYC,898258.96386,321245.0,0.3576307200092337,Walker,35501.0
2013.0,Alabama Power Co,AL,19,HY,HYC,776785.25877,277802.0,0.35763037063793585,Elmore,36078.0
2013.0,Alabama Power Co,AL,20,HY,HYC,888095.2962600001,317610.0,0.35763053958008584,Cherokee,35983.0
2013.0,Alabama Power Co,AL,21,HY,HYC,442590.50408999994,158284.0,0.35763080892447985,Elmore,36078.0
2013.0,Alabama Power Co,AL,26,GT,DFO,785.4276,80.0,0.1018553460560846,Shelby,35186.0
2013.0,Alabama Power Co,AL,26,ST,COL,20705020.66347,6983788.7,0.3372992866566679,Shelby,35186.0
2013.0,Alabama Power Co,AL,26,ST,DFO,82771.17396,27898.313,0.3370534893401674,Shelby,35186.0
2013.0,City of Madelia - (MN),MN,30,IC,DFO,105.21213,-194.0,-1.8438938552047184,WATONWAN,56062.0
2013.0,City of Madelia - (MN),MN,30,IC,NG,,,,WATONWAN,56062.0
2013.0,Nevada Irrigation District,CA,34,HY,HYC,143201.03568,51213.0,0.3576300950395473,PLACER,95713.0
2013.0,USCE-Mobile District,AL,38,HY,HYC,519317.98851000005,185724.0,0.3576305926410706,Wilcox,36726.0
2013.0,Tennessee Valley Authority,AL,46,ST,NUC,29048108.40954,9485989.0,0.3265613328847466,Limestone,35609.0
2013.0,Tennessee Valley Authority,AL,46,ST,NUC,24491031.68418,7997824.0,0.3265613349055524,Limestone,35609.0
