Year,Utility,Plant State,Plant Code,Primary Mover,AER Fuel Code,Fuel Consumption MWh,Net Generation MWh,Efficiency,County,Zipcode
2004.0,Alabama Power Co,AL,2,HY,HYC,634106.6467413,215891.99899999998,0.3404663870178271,Tuscaloosa,35476.0
2004.0,Alabama Power Co,AL,3,CA,NG,157264.58577,27721.0,0.1762698185625978,Mobile,36512.0
2004.0,Alabama Power Co,AL,3,CT,NG,7468530.525389999,3501074.0,0.4687768213703829,Mobile,36512.0
2004.0,Alabama Power Co,AL,3,ST,COL,32058437.28696,10886731.0,0.3395901959459595,Mobile,36512.0
2004.0,Alabama Power Co,AL,3,ST,DFO,,,,Mobile,36512.0
2004.0,Alabama Power Co,AL,3,ST,NG,82330.10361,19805.0,0.24055599509283795,Mobile,36512.0
2004.0,Alabama Power Co,AL,4,HY,HYC,1715223.6712329,583976.0,0.3404663833610919,Elmore,36092.0
2004.0,Alabama Power Co,AL,7,ST,COL,2038142.41992,499472.999,0.24506285435127004,Etowah,35903.0
2004.0,Alabama Power Co,AL,7,ST,DFO,5505.613020000001,1444.999,0.2624592383719697,Etowah,35903.0
2004.0,Alabama Power Co,AL,7,ST,NG,21716.780069999997,5671.0,0.2611344767373702,Etowah,35903.0
2004.0,Alabama Power Co,AL,8,ST,COL,23096818.565279998,7894257.0,0.3417898000838497,Walker,35580.0
2004.0,Alabama Power Co,AL,8,ST,DFO,25582.373369999998,8424.0,0.3292892288828321,Walker,35580.0
2004.0,El Paso Electric Co,TX,9,GT,DFO,,,,El Paso,79915.0
2004.0,El Paso Electric Co,TX,9,GT,NG,31300.462139999996,6156.0,0.19667441242450612,El Paso,79915.0
2004.0,Alabama Power Co,AL,10,GT,DFO,20156.47539,2761.0,0.1369783132506283,Greene,36732.0
2004.0,Alabama Power Co,AL,10,GT,NG,614199.69408,171470.0,0.2791763031677217,Greene,36732.0
2004.0,Alabama Power Co,AL,10,ST,COL,4879339.13499,1792387.0,0.36734216466871455,Greene,36732.0
